"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","12","18 Обновление несуществующего todo POST /todos/{id}","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","12","04 Получить список todo not plural GET /todo","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","37","02 Получить список заданий GET /challenges","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","10","21 Отредактировать существующее todo в системе без параметра title PUT /todos/{id}","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","11","16 Отредактировать несуществующее todo в системе PUT /todos/{id}","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","28","07 Получить headers todos HEAD /todos","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","15","05 Получить информацию todos по ID GET /todos/{Id}","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","15","17 Обновление существующего todo POST /todos/{id}","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","14","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","10","22 Отредактировать существующее todo в системе PUT /todos/{id}","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","12","19 Отредактировать существующее todo в системе полностью PUT /todos/{id}","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","10","30 Получить список todos с неподдерживаемым Accept Header GET /todos","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","9","24 Проверка доступных типов методов API /todos","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","9","23 Удаление существующущего todo в системе DELETE /todos/{id}","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","3077","Проверка имени пользователя в профиле","chromium","Thu Nov 13 06:05:17 UTC 2025","passed","Thu Nov 13 06:05:20 UTC 2025","Профиль пользователя","","",""
"","8","28 Получить список todos с XML pref форматом GET /todos","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","4421","Добавление новой статьи","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:06 UTC 2025","Статьи пользователя","","",""
"","5699","Изменение данных пользователя","chromium","Thu Nov 13 06:05:20 UTC 2025","passed","Thu Nov 13 06:05:25 UTC 2025","Профиль пользователя","","",""
"","3090","Регистрация пользователя","chromium","Thu Nov 13 06:05:25 UTC 2025","passed","Thu Nov 13 06:05:29 UTC 2025","Регистрация","","",""
