"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4860","Добавление новой статьи","chromium","Sat Nov 08 18:33:15 UTC 2025","passed","Sat Nov 08 18:33:20 UTC 2025","Статьи пользователя","","",""
"","6977","Изменение данных пользователя","chromium","Sat Nov 08 18:33:36 UTC 2025","passed","Sat Nov 08 18:33:43 UTC 2025","Профиль пользователя","","",""
"","72","21 Отредактировать существующее todo в системе без параметра title PUT /todos/{id}","chromium","Sat Nov 08 18:33:15 UTC 2025","passed","Sat Nov 08 18:33:15 UTC 2025","API challenge","","",""
"","74","11 Создание todo с title > 50 символов POST /todos","chromium","Sat Nov 08 18:33:14 UTC 2025","passed","Sat Nov 08 18:33:14 UTC 2025","API challenge","","",""
"","75","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Sat Nov 08 18:33:14 UTC 2025","passed","Sat Nov 08 18:33:14 UTC 2025","API challenge","","",""
"","81","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Sat Nov 08 18:33:14 UTC 2025","passed","Sat Nov 08 18:33:14 UTC 2025","API challenge","","",""
"","72","16 Отредактировать несуществующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 18:33:14 UTC 2025","passed","Sat Nov 08 18:33:14 UTC 2025","API challenge","","",""
"","70","28 Получить список todos с XML pref форматом GET /todos","chromium","Sat Nov 08 18:33:15 UTC 2025","passed","Sat Nov 08 18:33:15 UTC 2025","API challenge","","",""
"","75","12 Создание todo с description > 200 символов POST /todos","chromium","Sat Nov 08 18:33:14 UTC 2025","passed","Sat Nov 08 18:33:14 UTC 2025","API challenge","","",""
"","71","24 Проверка доступных типов методов API /todos","chromium","Sat Nov 08 18:33:15 UTC 2025","passed","Sat Nov 08 18:33:15 UTC 2025","API challenge","","",""
"","72","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Sat Nov 08 18:33:14 UTC 2025","passed","Sat Nov 08 18:33:15 UTC 2025","API challenge","","",""
"","75","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Sat Nov 08 18:33:14 UTC 2025","passed","Sat Nov 08 18:33:14 UTC 2025","API challenge","","",""
"","71","30 Получить список todos с неподдерживаемым Accept Header GET /todos","chromium","Sat Nov 08 18:33:15 UTC 2025","passed","Sat Nov 08 18:33:15 UTC 2025","API challenge","","",""
"","75","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Sat Nov 08 18:33:13 UTC 2025","passed","Sat Nov 08 18:33:14 UTC 2025","API challenge","","",""
"","5587","Добавление комментария к статье","chromium","Sat Nov 08 18:33:27 UTC 2025","passed","Sat Nov 08 18:33:32 UTC 2025","Статьи пользователя","","",""
