"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3761","Регистрация пользователя","chromium","Sat Nov 08 18:41:40 UTC 2025","passed","Sat Nov 08 18:41:44 UTC 2025","Регистрация","","",""
"","81","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Sat Nov 08 18:41:09 UTC 2025","passed","Sat Nov 08 18:41:09 UTC 2025","API challenge","","",""
"","5568","Добавление комментария к статье","chromium","Sat Nov 08 18:41:23 UTC 2025","passed","Sat Nov 08 18:41:29 UTC 2025","Статьи пользователя","","",""
"","78","03 Получить список todos GET /todos","chromium","Sat Nov 08 18:41:09 UTC 2025","passed","Sat Nov 08 18:41:09 UTC 2025","API challenge","","",""
"","80","22 Отредактировать существующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:11 UTC 2025","API challenge","","",""
"","78","27 Получить список todos с Any форматом GET /todos","chromium","Sat Nov 08 18:41:11 UTC 2025","passed","Sat Nov 08 18:41:11 UTC 2025","API challenge","","",""
"","79","16 Отредактировать несуществующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
"","81","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
"","5743","Редактирование существующей статьи","chromium","Sat Nov 08 18:41:17 UTC 2025","passed","Sat Nov 08 18:41:23 UTC 2025","Статьи пользователя","","",""
"","77","23 Удаление существующущего todo в системе DELETE /todos/{id}","chromium","Sat Nov 08 18:41:11 UTC 2025","passed","Sat Nov 08 18:41:11 UTC 2025","API challenge","","",""
"","230","08 Создание POST /todos","chromium","Sat Nov 08 18:41:09 UTC 2025","passed","Sat Nov 08 18:41:09 UTC 2025","API challenge","","",""
"","82","17 Обновление существующего todo POST /todos/{id}","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
"","81","04 Получить список todo not plural GET /todo","chromium","Sat Nov 08 18:41:09 UTC 2025","passed","Sat Nov 08 18:41:09 UTC 2025","API challenge","","",""
"","78","24 Проверка доступных типов методов API /todos","chromium","Sat Nov 08 18:41:11 UTC 2025","passed","Sat Nov 08 18:41:11 UTC 2025","API challenge","","",""
"","78","07 Получить headers todos HEAD /todos","chromium","Sat Nov 08 18:41:09 UTC 2025","passed","Sat Nov 08 18:41:09 UTC 2025","API challenge","","",""
"","77","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
"","78","11 Создание todo с title > 50 символов POST /todos","chromium","Sat Nov 08 18:41:09 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
"","87","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Sat Nov 08 18:41:09 UTC 2025","passed","Sat Nov 08 18:41:09 UTC 2025","API challenge","","",""
"","78","29 Получить список todos без Accept Header GET /todos","chromium","Sat Nov 08 18:41:11 UTC 2025","passed","Sat Nov 08 18:41:11 UTC 2025","API challenge","","",""
"","78","28 Получить список todos с XML pref форматом GET /todos","chromium","Sat Nov 08 18:41:11 UTC 2025","passed","Sat Nov 08 18:41:11 UTC 2025","API challenge","","",""
"","81","12 Создание todo с description > 200 символов POST /todos","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
