"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","99","19 Отредактировать существующее todo в системе полностью PUT /todos/{id}","chromium","Sat Nov 08 17:54:44 UTC 2025","passed","Sat Nov 08 17:54:45 UTC 2025","API challenge","","",""
"","101","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Sat Nov 08 17:54:43 UTC 2025","passed","Sat Nov 08 17:54:44 UTC 2025","API challenge","","",""
"","91","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Sat Nov 08 17:54:44 UTC 2025","passed","Sat Nov 08 17:54:44 UTC 2025","API challenge","","",""
"","90","22 Отредактировать существующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 17:54:45 UTC 2025","passed","Sat Nov 08 17:54:45 UTC 2025","API challenge","","",""
"","88","23 Удаление существующущего todo в системе DELETE /todos/{id}","chromium","Sat Nov 08 17:54:45 UTC 2025","passed","Sat Nov 08 17:54:45 UTC 2025","API challenge","","",""
"","94","03 Получить список todos GET /todos","chromium","Sat Nov 08 17:54:43 UTC 2025","passed","Sat Nov 08 17:54:43 UTC 2025","API challenge","","",""
"","90","24 Проверка доступных типов методов API /todos","chromium","Sat Nov 08 17:54:45 UTC 2025","passed","Sat Nov 08 17:54:45 UTC 2025","API challenge","","",""
"","5581","Редактирование существующей статьи","chromium","Sat Nov 08 17:54:51 UTC 2025","passed","Sat Nov 08 17:54:57 UTC 2025","Статьи пользователя","","",""
"","89","26 Получить список todos с JSON форматом GET /todos","chromium","Sat Nov 08 17:54:45 UTC 2025","passed","Sat Nov 08 17:54:45 UTC 2025","API challenge","","",""
"","91","12 Создание todo с description > 200 символов POST /todos","chromium","Sat Nov 08 17:54:44 UTC 2025","passed","Sat Nov 08 17:54:44 UTC 2025","API challenge","","",""
"","178","02 Получить список заданий GET /challenges","chromium","Sat Nov 08 17:54:42 UTC 2025","passed","Sat Nov 08 17:54:42 UTC 2025","API challenge","","",""
"","93","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Sat Nov 08 17:54:44 UTC 2025","passed","Sat Nov 08 17:54:44 UTC 2025","API challenge","","",""
"","89","07 Получить headers todos HEAD /todos","chromium","Sat Nov 08 17:54:43 UTC 2025","passed","Sat Nov 08 17:54:43 UTC 2025","API challenge","","",""
"","92","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Sat Nov 08 17:54:44 UTC 2025","passed","Sat Nov 08 17:54:44 UTC 2025","API challenge","","",""
"","89","27 Получить список todos с Any форматом GET /todos","chromium","Sat Nov 08 17:54:45 UTC 2025","passed","Sat Nov 08 17:54:45 UTC 2025","API challenge","","",""
"","96","06 Получить информацию todos по несуществующему ID GET /todos/{Id}","chromium","Sat Nov 08 17:54:43 UTC 2025","passed","Sat Nov 08 17:54:43 UTC 2025","API challenge","","",""
"","90","11 Создание todo с title > 50 символов POST /todos","chromium","Sat Nov 08 17:54:44 UTC 2025","passed","Sat Nov 08 17:54:44 UTC 2025","API challenge","","",""
"","278","08 Создание POST /todos","chromium","Sat Nov 08 17:54:43 UTC 2025","passed","Sat Nov 08 17:54:43 UTC 2025","API challenge","","",""
"","89","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Sat Nov 08 17:54:45 UTC 2025","passed","Sat Nov 08 17:54:45 UTC 2025","API challenge","","",""
"","91","18 Обновление несуществующего todo POST /todos/{id}","chromium","Sat Nov 08 17:54:44 UTC 2025","passed","Sat Nov 08 17:54:44 UTC 2025","API challenge","","",""
"","8716","Изменение данных пользователя","chromium","Sat Nov 08 17:55:06 UTC 2025","passed","Sat Nov 08 17:55:15 UTC 2025","Профиль пользователя","","",""
"","5454","Добавление комментария к статье","chromium","Sat Nov 08 17:54:57 UTC 2025","passed","Sat Nov 08 17:55:02 UTC 2025","Статьи пользователя","","",""
"","97","15 Создание todo с дополнительным параметром priority POST /todos","chromium","Sat Nov 08 17:54:44 UTC 2025","passed","Sat Nov 08 17:54:44 UTC 2025","API challenge","","",""
